,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,id_flag,host_id_flag,neighbourhood_flag,latitude_flag,longitude_flag,minimum_nights_flag,number_of_reviews_flag,last_review_flag,room_type_flag
520,15904833,Enjoyful  Bedroom for Travelers,76133827,Knny,,West Town,41.89696,-87.66332,Private room,95.0,1,28,2022-11-14,0.38,6,265,17,R17000015327,0,2,0,0,0,0,0,0,0
521,15911102,Large Wicker Park Loft - Walk To Everything!,103220942,PerNC,,West Town,41.90815,-87.68606,Entire home/apt,79.0,3,403,2022-12-15,5.46,2,73,70,R20000053614,0,1,0,0,0,0,0,0,0
522,15954582,"Private, Charming, Coach House Loft in Andersonville",97706065,Wesley,,Uptown,41.97533,-87.66285,Apartment,151.0,2,284,2022-12-16,3.85,1,257,63,R17000014729,0,0,0,0,0,0,0,0,1
523,16001987,"Remodeled, Near Loyola, Beach and Subway",71205935,Gary,,Rogers Park,42.00214,-87.66412,Entire home/apt,157.0,2,91,2022-12-10,1.24,2,326,17,R20000052171,0,0,0,0,0,0,0,0,0
524,16012260,Logan Square Spa,28462890,Curtis,,Logan Square,41.91629,-8770553.0,Apartment,100.0,4,42,2022-11-21,0.62,1,75,24,R20000053693,0,0,0,0,1,0,0,0,1
525,16026075,Entire 1st Floor Apt near O'Hare/ORD & Blue Line,14045362,Anna,,Jefferson Park,41.97169,-87.77026,Entire home/apt,110.0,2,201,2022-12-06,2.88,1,118,14,R17000015238,0,0,0,0,0,0,0,0,0
526,16040153,Private Garden Apartment in Humboldt Park,422173275,Morgan,,Humboldt Park,4191038.0,-87.70326,Entire home/apt,77.0,1,119,2022-10-29,1.62,1,350,28,R17000014933,0,0,0,1,0,0,0,0,0
527,16070011,The Treehouse Apt in Logan Square,24376952,Sarah,,Logan Square,41.92318,-87.69076,Entire home/apt,90.0,5,56,2022-12-05,0.77,1,305,32,R21000075352,0,0,0,0,0,0,0,0,0
528,16076396,One bedroom garden apartment. No share / Logan sqr,100975627,Benjamin,,Logan Square,4192525.0,-87.71002,Entire home/apt,45.0,1,0,,,3,365,0,R12345678910,0,0,0,1,0,0,0,2,0
529,16143701,"Charming, spacious cozy 2 bedrooms",101289163,Safa,,West Town,41.91019,-87.68962,Entire home/apt,159.0,2,153,2022-09-03,2.17,2,172,6,R20000053710,0,2,0,0,0,0,0,0,0
530,16207508,Modern 2ba/2br + easy trans + 15 walk to McCormick,105875171,Zhe,,Near South Side,41.84605,-87.626,Entire home/apt,399.0,32,202,2020-03-08,2.77,1,0,0,R17000013742,0,0,0,0,0,0,0,0,0
531,16229723,Andersonville Living,256976840,Joseph,,Edgewater,41.98623,-87.66874,Apartment,140.0,3,336,2022-12-01,4.62,2,145,41,R21000075436,0,0,0,0,0,0,0,0,1
532,16323999,FAST WIFI Apartment in Jefferson Park | Blue Line,3965428,Rob,,Jefferson Park,41.97723,-87.76578,Entire home/apt,80.0,32,0,,,71,365,0,,0,2,0,0,0,0,0,2,0
533,16346266,Magnificent Place & Tons of Space | 3 Bedrooms,24337590,Obinna,,West Ridge,41.993,-87.69421,Entire home/apt,178.0,3,72,2022-10-09,1.1,3,49,23,R19000048865,0,0,0,0,0,0,0,0,0
534,16353883,"Old Irving Park 2 bd/1 ba, 20 mins to Downtown",459291,Silvia,,Irving Park,41.95033,-87.73564,Entire home/apt,175.0,4,47,2022-12-13,0.73,2,271,4,R20000059819,0,0,0,0,0,0,0,0,0
535,16405076,Amazing Logan Square apartment,11165349,Alexis,,Logan Square,41.91901,-87.69944,Apartment,99.0,3,43,2022-10-29,1.43,1,84,14,R21000064499,0,0,0,0,0,0,0,0,1
536,16488400,A Loft More!,9430907,Anthony,,Loop,41.87278,-87.62562,Entire home/apt,350.0,32,0,,,1,88,0,City registration pending,0,0,0,0,0,0,0,2,0
537,16493494,Private Bedroom and Bathroom in Vibrant Pilsen,42137041,Justin,,Lower West Side,41.8557,-87.65534,Private room,35.0,32,8,2017-03-08,0.11,1,0,0,City registration pending,0,0,0,0,0,0,0,0,0
538,16508765,"Luxury Apt | Great Location | Indoor Pool, Hot Tub",67653393,Dan,,Loop,41.87392,-8763197.0,Entire home/apt,215.0,60,0,,,4,0,0,City registration pending,0,0,0,0,1,0,0,2,0
539,16524840,Heart of Logan Square by the Blueline train,44041158,Bill,,Logan Square,41.9278,-87.71479,Entire home/apt,89.0,60,3,2021-08-22,0.07,2,87,0,,0,0,0,0,0,0,0,0,0
540,16599263,Relaxing Home mins from McCormick Place/Downtown,104441541,Lucien,,Grand Boulevard,41.81803,-87.61926,Apartment,125.0,32,146,2022-09-11,2.04,2,179,1,City registration pending,0,0,0,0,0,0,0,0,1
541,16687380,Comfortable private room near Lake and transit.,110271788,Paula,,Uptown,41.97099,-87.65171,Private room,100.0,2,63,2022-11-13,0.88,2,125,11,R21000064892,0,0,0,0,0,0,0,0,0
542,16716143,Entire Unique Home in Edison Park,30561059,Brendan,,Edison Park,42.01304,-87.80805,Apartment,177.0,3,313,2022-11-21,4.41,2,333,41,R17000015323,0,0,0,0,0,0,0,0,1
543,16757056,Heart of Chicago 2BD + Parking,32137398,Gaby,,Lower West Side,41.84556,-87.68463,Entire home/apt,102.0,32,172,2022-10-09,2.41,1,173,30,R21000073302,0,0,0,0,0,0,0,0,0
544,16780019,northside hipster hood 3 bedroom -heat included,100975627,Benjamin,,Logan Square,41.92726,-87.71066,Apartment,50.0,32,0,,,3,90,0,"Multi dwelling registration paid. This is an entire apt ,so there is no license required ( it is not shared in any way,shape &/or form - separate private utility meters.",0,0,0,0,0,0,0,2,1
545,16823279,Relax in a Newly Remodeled Apartment in Irving Park,60552183,David And Andrea,,Irving Park,41.95831,-87.71729,Entire home/apt,209.0,2,246,2022-12-18,3.46,1,179,25,R22000081790,0,0,0,0,0,0,0,0,0
546,16972979,- lower level in house,86183324,Cristina,,Garfield Ridge,41.79252,-87.78619,Private room,25.0,1,5,2018-08-19,0.09,1,0,0,R18000027972,0,0,0,0,0,0,0,0,0
547,17000460,Stunning 4BR/2BA Condo in Hyde Park - free parking,113922654,Alan,,Hyde Park,41.79842,-87.60525,Entire home/apt,299.0,2,169,2022-08-19,2.4,1,89,23,R22000078779,0,0,0,0,0,0,0,0,0
548,17030100,Huge Master bedroom w/ private deck in a duplex,2455602,Gildas,,West Town,41.90901,-87.67396,Private room,100.0,32,8,2017-04-30,0.11,1,0,0,City registration pending,0,0,0,0,0,0,0,0,0
549,17088380,"Privacy in safe, high-tech smarthouse - New bed!",114672515,Adam,,Uptown,41.9674,-87.6516,Private room,74.0,1,285,2022-12-11,4.02,1,173,48,R17000014912,0,0,0,0,0,0,0,0,0
550,17098971,Room in Lakeside Place,5957981,Sabiha,,Hyde Park,41.79518,-87.58133,Private room,132.0,32,13,2018-06-10,0.2,1,88,0,City registration pending,0,0,0,0,0,0,0,0,0
551,17113225,Barebone Space in Edgewater,15321714,Mỹ-Phương,,Edgewater,41.98683,-87.66695,Entire home/apt,140.0,32,4,2017-03-19,0.06,1,0,0,R18000035526,0,0,0,0,0,0,0,0,0
552,17168028,Cozy Room for One In The Company of Cats -Blueline,13545252,Sharon,,Irving Park,41.94806,-87.72023,Private room,39.0,1,85,2022-10-01,1.21,1,2,4,R18000034951,0,0,0,0,0,0,0,0,0
553,17170225,The Vanderpool House,115500530,Frank,,Portage Park,41.96625,-87.75768,Entire home/apt,90.0,2,69,2022-10-10,1.01,1,70,23,R17000013811,0,0,0,0,0,0,0,0,0
554,17173015,Hip 1 BR in Chicago Ukrainian Village!,858576,Matthew,,West Town,41.89488,-87.69385,Entire home/apt,117.0,2,52,2022-10-26,0.74,1,0,10,R22000078799,0,0,0,0,0,0,0,0,0
555,17191860,⭐GREAT LOCATION NEXT TO DOWNTOWN PARKING Laundry ⭐,2630113,Nikkole,,West Town,41.8936,-87.66118,Entire home/apt,116.0,1,209,2022-12-10,2.99,5,81,39,R19000050522,0,0,0,0,0,0,0,0,0
556,17191957,Great location (No Chores/ No Cleaning Fees),46771116,Vladimir,,West Town,4190004.0,-87.69215,Entire home/apt,236.0,2,131,2022-11-25,2.05,4,180,24,R19000050521,0,0,0,1,0,0,0,0,0
557,17221782,Soaring 2br/2ba SkyTerrace + Deck!,63313003,K,,Loop,41.88577,-87.61892,Entire home/apt,235.0,32,4,2021-11-14,0.06,10,180,0,City registration pending,0,0,0,0,0,0,0,0,0
558,17329552,"THE entire FLAT-2 FULL Baths! 
Forced Air-Parking!",94867877,Maia Lis,,Edgewater,41.99084,-87.66193,Entire home/apt,108.0,32,22,2021-06-13,0.32,1,78,0,R21000072327,0,0,0,0,0,0,0,0,0
559,17366144,Charming Top Floor Apt - 20 minutes to Downtown!,32336500,Daniel,,Humboldt Park,41.90733,-87.70941,Entire home/apt,46.0,1,148,2022-12-15,3.3,2,332,40,R19000050442,0,0,0,0,0,0,0,0,0
560,17383973,Industrial Style Chicago Loft with FREE parking,117498144,Dasha & Owen,,Irving Park,41.94353,-87.7307,Entire home/apt,45.0,1,640,2022-12-18,9.13,5,334,82,City registration pending,0,0,0,0,0,0,0,0,0
561,17399529,Soaring Lake Views from Corner 2br/2ba in Downtown,33127842,Kari,,Loop,41.88705,-87.62119,Entire home/apt,249.0,32,9,2022-07-05,0.14,15,365,2,R17000014456,0,0,0,0,0,0,0,0,0
562,17424708,The Avondale Guesthouse,9959757,Jedidiah,,Avondale,41.93563,-87.69241,Entire home/apt,121.0,2,195,2022-12-09,2.79,7,206,28,R19000048382,0,0,0,0,0,0,0,0,0
563,17445568,Spacious Room in Andersonville,77305684,Miranda,,Uptown,4197494.0,-87.66427,Private room,49.0,1,34,2020-02-18,0.49,1,0,0,R17000015604,0,0,0,1,0,0,0,0,0
564,17464924,Urban Pilsen Apt. near Downtown,319470,Suzanne,,Lower West Side,41.8497,-87.68185,Entire home/apt,92.0,3,114,2022-12-02,1.63,1,345,3,R18000023774,0,0,0,0,0,0,0,0,0
565,17475378,Eclectic Condo Near metra - 9 min walk,118275814,Marius,,Jefferson Park,41.9836,-87.77337,Entire home/apt,104.0,2,5,2022-11-15,2.14,1,34,5,R22000090025,0,0,0,0,0,0,0,0,0
566,17547943,Close to EVERYTHING! Multi-bed&bath w/free parking,22573057,Todd,,Near South Side,41.84611,-87.62551,Apartment,158.0,32,98,2019-10-24,1.4,2,0,0,R17000014577,0,0,0,0,0,0,0,0,1
567,17626341,Heart of Bucktown,119863033,Jeanette,,West Town,41.90882,-87.66915,Entire home/apt,106.0,2,205,2022-10-24,2.92,2,35,9,City registration pending,0,0,0,0,0,0,0,0,0
568,17638039,*SPACIOUS 4 Bedroom Townhouse with FREE PARKING!*,1597671,Naomi And JJ,,Uptown,41.96648,-87.66885,Apartment,322.0,2,92,2022-11-27,1.34,3,94,13,R17000015595,0,0,0,0,0,0,0,0,1
569,17780207,Vintage Sunny Bungalow Logan Square,11185160,Suzanne,,Logan Square,41.92455,-87.71828,Entire home/apt,155.0,2,51,2020-02-16,0.75,1,253,0,City registration pending,0,0,0,0,0,0,0,0,0
570,17824940,2 King Bed Condo Easy Downtown Free Street Parking,31101209,Michelle  & Brendan,,West Town,41.89817,-87.690102,Entire home/apt,165.0,2,207,2022-11-06,3.06,1,265,34,R19000045807,0,0,0,0,0,0,0,0,0
571,17831075,Modern Guest Suite - North side+Parking - 6 guests,121370113,Chris,,Uptown,419634.0,-87.66294,Entire home/apt,258.0,3,113,2022-11-28,1.68,1,250,28,R17000018707,0,0,0,1,0,0,0,0,0
572,17890798,Cozy 3 bedroom Apt Andersonville Neighborhood,122545577,Paul,,Uptown,41.97465,-87.67111,Entire home/apt,153.0,3,41,2021-05-31,0.61,1,276,0,2209341,0,0,0,0,0,0,0,0,0
573,17892626,Condo ON POINT in Logan Square!,969882,Lindsay,,Logan Square,41.91766,-87.69574,Entire home/apt,85.0,2,38,2020-03-14,0.66,1,37,0,R22000087209,0,0,0,0,0,0,0,0,0
574,17906826,Jefferson Pk Woods Apt & 15 mins to O'hare,64559913,Wynter,,Jefferson Park,41.98674,-87.7671,Private room,59.0,2,62,2022-12-07,0.91,1,207,1,R22000091617,0,0,0,0,0,0,0,0,0
575,17909014,Hauserly on the Boulevard,59136604,Christine,,Logan Square,41.91662,-87.70165,Private room,75.0,2,29,2022-10-10,0.43,1,78,11,R17000013659,0,0,0,0,0,0,0,0,0
576,17920957,Logan Square Video Game Loft,5228189,Matthew,,Logan Square,41.91466,-87.68861,Entire home/apt,75.0,2,244,2022-12-08,3.6,21,145,49,R19000045798,0,0,0,0,0,0,0,0,0
577,17920957,Logan Square Video Game Loft,5228189,Matthew,,Logan Square,41.91466,-87.68861,Entire home/apt,75.0,2,244,2022-12-08,3.6,21,145,49,R19000045798,1,0,0,0,0,0,0,0,0
578,17923236,Private Logan Square Studio,122884640,Devin,,Logan Square,41.93084,-87.70318,Entire home/apt,80.0,2,265,2022-12-04,3.96,1,244,31,R17000015316,0,0,0,0,0,0,0,0,0
579,17956375,Condo with a whirlpool bath and fireplace..,14865066,William,,Rogers Park,4201374.0,-87.68137,Apartment,180.0,3,9,2022-09-18,0.2,3,82,1,2209370,0,2,0,1,0,0,0,0,1
580,17992895,Bright Converted Storefront in Roscoe Village,120233125,Navin,,North Center,41.94552,-87.67786,Entire home/apt,59.0,1,136,2022-12-11,1.97,1,343,27,R22000090433,0,0,0,0,0,0,0,0,0
581,18007859,Gorgeous Modern Previewed On The Deed Chicago,1812643,Dior,,West Town,41.89188,-87.67576,Entire home/apt,1200.0,1,82,2022-10-10,1.21,1,343,17,R17000015857,0,0,0,0,0,0,0,0,0
582,18040546,Humboldt Park Traveler's Lodge,4591141,Moudi,,West Town,41.89957,-87.69516,Entire home/apt,78.0,4,391,2022-11-28,5.67,2,19,29,R21000072586,0,0,0,0,0,0,0,0,0
583,18060003,Sunny Character-Filled Apartment in Trendy Ukrainian Village,29716517,Ronaldo And Carla,,West Town,41.89868,-87.69105,Entire home/apt,89.0,2,63,2022-12-04,0.99,2,17,13,R19000045800,0,0,0,0,0,0,0,0,0
584,18072628,West Wing at the Kilbourn House,15417673,Caroline,,Irving Park,41.94505,-87.73904,Private room,41.0,32,31,2022-09-20,0.45,2,0,11,City registration pending,0,0,0,0,0,0,0,0,0
585,18072628,West Wing at the Kilbourn House,15417673,Caroline,,Irving Park,41.94505,-87.73904,Private room,41.0,32,31,2022-09-20,0.45,2,0,11,City registration pending,1,0,0,0,0,0,0,0,0
586,18096536,Abigail's Palace,27862633,Abigail,,Lower West Side,41.85926,-87.64242,Apartment,229.0,1,29,2022-10-10,0.43,2,19,2,R17000013787,0,0,0,0,0,0,0,0,1
587,18131553,2 bedroom hipster haven,45990058,Erica,,Logan Square,41.91537,-87.69754,Entire home/apt,80.0,32,17,2019-03-05,0.25,1,0,0,City registration pending,0,0,0,0,0,0,0,0,0
588,18151380,"Super Nice, 1 Block from Red Line & Gated Parking!",27548128,Dina,,Uptown,41.95953,-8765615.0,Entire home/apt,550.0,60,41,2022-11-14,0.6,1,118,2,R21000071980,0,0,0,0,1,0,0,0,0
589,18242088,Spacious Apartment minutes from Downtown/McCormick,41010512,Carolyn,,Grand Boulevard,41.81597,-87.61461,Entire home/apt,47.0,32,180,2022-02-28,2.66,1,78,10,R19000039960,0,0,0,0,0,0,0,0,0
590,18272559,01. Private Room in Shared Apartment - 3 Mi to NWU,2907254,Joe,,West Ridge,42.01653,-87.68788,Private room,40.0,1,18,2022-10-09,0.27,17,164,7,R21000075752,0,2,0,0,0,0,0,0,0
591,18274159,East Wing at the Kilbourn House,15417673,Caroline,,Irving Park,41.94412,-87.74071,Private room,60.0,2,47,2022-12-01,2.7,2,0,31,R21000075423,0,0,0,0,0,0,0,0,0
592,18301586,Cozy private room near lake and transport.,110271788,Paula,,Uptown,41.96975,-87.65121,Private room,80.0,2,66,2022-10-10,1.0,2,118,15,R21000064892,0,0,0,0,0,0,0,0,0
593,18326185,Comfy South Loop Condo - Great Location!,126786925,Anthony,,Near South Side,41.85962,-87.62352,Private room,89.0,32,124,2020-02-16,1.84,1,0,0,R17000014646,0,0,0,0,0,0,0,0,0
594,18344621,Huge Classic Roscoe Village Apartment w/ Backyard,11528430,Kristina,,North Center,41.9474,-87.68766,Entire home/apt,95.0,32,4,2018-01-24,0.06,1,0,0,City registration pending,0,0,0,0,0,0,0,0,0
595,18345004,Logan Square * Priv Rm&Dr * 24hr * 420 friendz DOG,94706541,Polina,,Logan Square,4191484.0,-87.68958,Private room,71.0,1,216,2022-11-21,3.3,2,56,34,R17000017677,0,0,0,1,0,0,0,0,0
596,18345065,"Unwind in the Garden of an elegant, Modern Home",41767444,Mar & De,,West Town,41.89142,-87.65993,Entire home/apt,168.0,2,244,2022-12-04,3.68,4,305,52,R20000054143,0,2,0,0,0,0,0,0,0
597,18378046,Cute Rogers park rental -Special price,41690970,Hana,,Rogers Park,42.00568,-87.66885,Shared room,66.0,30,4,2022-08-01,0.06,3,365,1,R21000073269,0,0,0,0,0,0,0,0,0
598,18457045,Cozy Garden Apartment in lovely Old Irving Park,42612418,Timothy,,Irving Park,41.95249,-87.73211,Apartment,75.0,32,63,2022-11-07,0.94,1,33,10,R21000073673,0,0,0,0,0,0,0,0,1
599,18458784,"Logan Sq Graystone: 1 bd, culturally rich location",7863642,Migdalia,,Logan Square,41.9271,-8770253.0,Private room,115.0,3,15,2022-09-05,0.22,1,255,4,R22000082907,0,0,0,0,1,0,0,0,0
600,18459276,Studio in the heart of Logan Square,39282165,Kim,,Logan Square,41.92934,-87.70877,Apartment,70.0,32,0,,,1,0,0,City registration pending,0,0,0,0,0,0,0,2,1
601,18459276,Studio in the heart of Logan Square,39282165,Kim,,Logan Square,41.92934,-87.70877,Apartment,70.0,32,0,,,1,0,0,City registration pending,1,0,0,0,0,0,0,2,1
602,18509024,Chicago Bungalow near Wrigley Field w/ King Suite,5403537,Dustin,,Avondale,41.93287,-87.6923,Entire home/apt,196.0,2,200,2022-11-27,2.93,1,87,30,R17000019317,0,0,0,0,0,0,0,0,0
603,18582417,Luxury High-Rise Condo,47523544,Omar,,Loop,41.88682,-87.62843,Entire home/apt,300.0,32,2,2017-09-10,0.03,1,0,0,City registration pending,0,0,0,0,0,0,0,0,0
604,18583879,"Classic Logan Square- comfy, spacious and bright!",880003,Floyd,,Logan Square,41.92769,-87.71098,Entire home/apt,115.0,32,0,,,1,0,0,R17000015540,0,0,0,0,0,0,0,2,0
605,18601472,Large 3BD/2.5 BA by Lakefront - Long stays welcome,36665630,Stephanie,,Uptown,41.97109,-87.65349,Entire home/apt,446.0,3,66,2022-11-28,1.04,1,309,18,R17000014543,0,0,0,0,0,0,0,0,0
606,18610650,Campbell Soup Suite! Private entrance+bath,12585577,David,,Logan Square,41.93203,-87.69131,Private room,85.0,2,109,2022-11-27,1.6,1,0,27,R17000015356,0,0,0,0,0,0,0,0,0
607,18636382,"Unwind in the Bath at a Hip, Historic Coach House",14729644,Elinor,,West Town,41.9086,-87.68877,Apartment,151.0,2,319,2022-12-03,4.73,1,35,56,R21000069914,0,0,0,0,0,0,0,0,1
608,18636662,Modern Logan Square Apartment near Public Transit,2069798,Afsha,,Logan Square,41.91409,-87.71184,Entire home/apt,171.0,1,175,2022-12-12,2.56,6,79,24,R20000054738,0,0,0,0,0,0,0,0,0
609,18687892,Renovated 3BR Duplex in Logan Square,96064608,Matt,,Logan Square,41.92627,-87.71276,Entire home/apt,98.0,1,188,2022-12-11,2.77,2,339,40,R21000075215,0,0,0,0,0,0,0,0,0
610,18691257,Windy City Studio - No Cleaning Fee,86913754,Stephen,,Logan Square,41.92515,-87.70696,Entire home/apt,120.0,32,157,2021-11-21,2.31,2,89,0,City registration pending,0,0,0,0,0,0,0,0,0
611,18722151,House 3BED/2BATH/1PARKING close to Downtown & Lake,129809208,Junni,,West Ridge,41.99347,-87.67771,Entire home/apt,264.0,3,130,2022-10-23,1.91,4,332,3,R17000015469,0,0,0,0,0,0,0,0,0
612,18735326,Experience Chicago right from your window,32835578,Luis Daniel,,Humboldt Park,41.90927,-8773176.0,Entire home/apt,141.0,32,51,2022-10-17,0.77,2,363,4,R17000014337,0,2,0,0,1,0,0,0,0
613,18738106,Private and Cozy Guest Room with TV,22484523,Dorhec & Kyle,,Logan Square,41.93123,-87.68835,Private room,65.0,1,29,2022-10-24,0.85,1,365,11,R20000051970,0,0,0,0,0,0,0,0,0
614,18769456,"Large On Space, Huge On Comfort",111302591,Jay,,Washington Park,41.78577,-87.61429,Entire home/apt,53.0,2,135,2022-11-13,1.99,1,346,35,R22000093165,0,0,0,0,0,0,0,0,0
615,18822176,Charming Cozy Master Bedroom for Travel Lover,76133827,Anny,,West Town,41.89763,-87.66252,Private room,91.0,1,84,2022-11-19,1.25,6,357,13,R22000079230,0,2,0,0,0,0,0,0,0
616,18855639,West Town Living in a Bright and Private Room,96093069,SujSta,,West Town,41.89309,-87.66054,Private room,115.0,1,103,2022-11-06,1.53,2,34,29,R18000034175,0,1,0,0,0,0,0,0,0
617,18856449,-CHICAGO STUDIO IN JEFFERSON PARK O'HARE ROSEMONT-,131366873,RgbeMt,,Jefferson Park,41.97205,-87.76526,Entire home/apt,152.0,3,105,2022-11-14,1.6,2,31,24,R17000015455,0,1,0,0,0,0,0,0,0
618,18876938,Designer loft in the heart of River West,19578992,LTura,,West Town,41.89523,-87.6551,Entire home/apt,1286.0,32,37,2022-09-06,0.55,2,363,1,R19000038200,0,1,0,0,0,0,0,0,0
619,18907645,U of C Hospital/Campus Room,12728248,Judy,,Hyde Park,41.79657,-87.60317,Private room,65.0,14,7,2022-06-12,0.11,3,12,1,R17000015141,0,0,0,0,0,0,0,0,0
620,18926227,University of Chicago Campus Room,12728248,Judy,,Hyde Park,41.7958,-87.60128,Private room,65.0,12,6,2021-10-24,0.09,3,0,0,R17000015141,0,0,0,0,0,0,0,0,0
621,19000293,Cozy Fresh Bedroom for Travel Lover,76133827,Anny,,West Town,41.89602,-87.66267,Private room,81.0,1,96,2022-12-03,1.43,6,345,25,R22000079230,0,2,0,0,0,0,0,0,0
622,19018717,Cozy apartment in quiet residential area,92534777,Ria,,Bridgeport,41.83677,-87.65666,Entire home/apt,83.0,2,291,2022-10-23,4.31,2,79,25,R17000015655,0,0,0,0,0,0,0,0,0
623,19044554,Living Room by the Lake,5103368,Makeda,,Rogers Park,42.0161,-87.66722,Private room,40.0,32,59,2021-12-05,0.88,1,90,0,City registration pending,0,0,0,0,0,0,0,0,0
624,19044554,Living Room by the Lake,5103368,Makeda,,,42.0161,-87.66722,Private room,,32,59,,0.88,1,90,0,City registration pending,1,0,2,0,0,0,0,2,0
625,19088115,Curated Art Apartment in Ukrainian Village,26201109,Simida,,West Town,41.89988,-87.68072,Entire home/apt,210.0,32,52,2021-11-28,0.84,2,172,0,City registration pending,0,0,0,0,0,0,0,0,0
626,19136596,Bridgeport Garden Apartment,133758803,Juan,,Bridgeport,41.83247,-87.6486,Entire home/apt,93.0,2,140,2022-10-15,2.11,1,165,22,R17000013719,0,0,0,0,0,0,0,0,0
627,19136596,Bridgeport Garden Apartment,133758803,Juan,,Bridgeport,41.83247,-87.6486,Entire home/apt,93.0,2,140,2022-10-15,2.11,1,165,22,R17000013719,1,0,0,0,0,0,0,0,0
628,19182100,Downtown Luxury Meets Tranquility,134169199,Jesse,,West Town,41.89532,-87.64947,Entire home/apt,350.0,7,3,2017-12-24,0.05,1,90,0,R17000015441,0,0,0,0,0,0,0,0,0
629,19208339,"Cozy, 2 bedroom garden unit, near Wicker Park",73228641,Martha,,West Town,41.91298675537109,-87.68995666503906,Entire home/apt,120.0,1,50,2022-11-13,0.86,1,158,21,R22000091497,0,0,0,0,0,0,0,0,0
630,19242207,"Haddon Hideaway, a cozy room in a Landmark Cottage",134723134,Linda,,West Town,41.90264,-87.67537,Private room,90.0,2,193,2022-11-15,2.9,1,354,33,R21000074979,0,0,0,0,0,0,0,0,0
631,19245639,Spacious & Sunny 1 BDR filled w/ plants - Logan SQ,1264800,Natalia,,Avondale,41.93351,-87.70001,Entire home/apt,135.0,5,197,2022-12-05,2.96,1,135,30,R17000015265,0,0,0,0,0,0,0,0,0
632,19249295,Double bed with private bathroom; easy city access,40226382,Catherine,,Edgewater,41.99538,-87.66278,Private room,50.0,32,2,2018-09-22,0.04,1,0,0,City registration pending,0,0,0,0,0,0,0,0,0
633,19263774,1 Room 1 bath E Rogers Park nr Evanston Lake & NU,1599090,Evelyn,,Rogers Park,42.02259,-87.66732,Private room,95.0,32,54,2022-09-11,0.82,2,204,9,R21000069920,0,0,0,0,0,0,0,0,0
634,19285860,Luxurious Urban Oasis,135055128,Forrest/Laura,,Logan Square,41.91636,-87.70499,Entire home/apt,75.0,60,44,2020-02-15,0.66,1,103,0,R19000047700,0,0,0,0,0,0,0,0,0
635,19399921,Lovely 3/2.5 duplex in Wicker Park area,19061917,Anne,,West Town,41.90224,-87.66364,Apartment,356.0,3,18,2022-11-27,0.27,1,262,5,R17000014698,0,0,0,0,0,0,0,0,1
636,19412268,"Aloha Bangtel, Your Tropical Penthouse Paradise Wicker Park",4069585,Liz,,West Town,41.90862,-87.67509,Entire home/apt,357.0,2,140,2022-12-07,2.22,4,256,46,R21000060733,0,0,0,0,0,0,0,0,0
637,19424810,Stunning Retro Apartment in Andersonville,136186496,Jim,,Edgewater,41.98253,-87.67155,Entire home/apt,183.0,1,407,2022-12-05,6.14,2,126,63,R17000013785,0,0,0,0,0,0,0,0,0
